CODIGO,DESCRIPCION,COD.BARRA,TIPO,DEPARTAMENTO,U.COMPRA,PRECIO VENTA,U.VENTA,PESABLE,STOCK CRITICO,FACTOR VENTA,ULTIMO COSTO,FECHA,RUT PROVEEDOR,NOMBRE PROVEEDOR,STOCK
00003549,NOVA INDUSTRIAL X 4 ROLLO,0000000001705,VENTA,ABARROTES      ,UNIDAD,8600,UNIDAD,,0000000000,0.7,,00/00/0000,,,0
00003550,NOVA ULTRA 3R 10M,7806500406853,VENTA,ARTICULOS DE AS,UNIDAD,1400,UNIDAD,,0000000000,.70,757,01/11/2023,0702511003,CENTRAL DE COMPRAS LA CALERA S.A,-47
00003552,NOVA ULTRA MEGAROLLO 25M,7806500406839,VENTA,ARTICULOS DE AS,UNIDAD,1700,UNIDAD,,0000000000,.70,844,15/02/2024,0702511003,CENTRAL DE COMPRAS LA CALERA S.A,-264
00003553,NOW AND LATER MORPHS 99G,0041420042423,VENTA,,,2500,UNIDAD,,,,,00/00/0000,,,0
00003554,NUECES SEMBRASOL 50G,7804612220206,VENTA,,,1400,UNIDAD,,,,,00/00/0000,,,0
00003558,NUGGETS DE POLLO KING 300G,7809611716989,VENTA,CONGELADOS     ,UNIDAD,1500,UNIDAD,,0000000000,.70,856,10/04/2024,0799842408,AGROSUPER COMERCIALIZADORA DE ALIMENTOS LTDA,-113
00003561,NUTELLA 140G,7898024395232,VENTA,SNACKS Y CONFIT,UNIDAD,3450,UNIDAD,,0000000000,.70,2009,22/09/2023,093178000K,IMPORTADORA CAFE DO BRASIL S.A,-11
00003564,NUTELLA GO 52G,0062020050526,VENTA,SNACKS Y CONFIT,UNIDAD,2200,UNIDAD,,0000000000,.70,1280,22/09/2023,093178000K,IMPORTADORA CAFE DO BRASIL S.A,-296
00003565,OBA OBA MORF,7802225281614,VENTA,SNACKS Y CONFIT,UNIDAD,400,UNIDAD,,0000000000,.70,257,01/12/2023,0780365102,SOC SERIO AGUIRRE ZEBALLOS LTDA,-882
00003566,OBLEA BON O BON 27G,7802225584609,VENTA,SNACKS Y CONFIT,UNIDAD,400,UNIDAD,,0000000000,.70,217,15/12/2023,0780365102,SOC SERIO AGUIRRE ZEBALLOS LTDA,-414
00003567,OBSESION CHOCOLATE COSTA 85G,7802215505027,VENTA,SNACKS Y CONFIT,UNIDAD,1350,UNIDAD,,0000000000,.70,756,28/02/2024,0702511003,CENTRAL DE COMPRAS LA CALERA S.A,-465
00003568,OBSESION DE MENTA 85G,7802215514326,VENTA,SNACKS Y CONFIT,UNIDAD,1350,UNIDAD,,0000000000,.70,747,28/02/2024,0702511003,CENTRAL DE COMPRAS LA CALERA S.A,-269
00003569,OBSESION MANI 85G,7802215514333,VENTA,SNACKS Y CONFIT,UNIDAD,1350,UNIDAD,,0000000000,.70,831,28/02/2024,0702511003,CENTRAL DE COMPRAS LA CALERA S.A,-294
00003570,OCB CA AMO ORGANICO,0000030087859,VENTA,,,800,UNIDAD,,,,,00/00/0000,,,-22
00003571,OCB NEGRO,0000030052765,VENTA,,,1000,UNIDAD,,,,,00/00/0000,,,-733
00003572,OCB PAPELILLOS AZUL,0000030054257,VENTA,,,800,UNIDAD,,,,,00/00/0000,,,-4
00003573,OCB X-PERT,0000030068926,VENTA,,,800,UNIDAD,,,,,00/00/0000,,,0
00003574,OCHO HIERBAS SUPREMO 20U,7801875111012,VENTA,ABARROTES      ,UNIDAD,1700,UNIDAD,,0000000000,.70,,00/00/0000,0000000000,,-20
00003575,OFERTA PAPA MARCO POLO + ROYAL 650CC,0785214569852,VENTA,BEBIDAS ALCOHOL,UNIDAD,2000,UNIDAD,,0000000000,0.7,,00/00/0000,,,-18
00003578,OJOS LOCOS,0000000001045,VENTA,LIBRERIA       ,UNIDAD,200,UNIDAD,,0000000000,0.7,,00/00/0000,,,-29
00003579,OKE BUM TRENDY 84G,7801552005009,VENTA,,,690,UNIDAD,,,,,00/00/0000,,,0
00003584,OMO LAVADO A MANO 400G,7805000313777,VENTA,HOGAR          ,UNIDAD,1500,UNIDAD,,0000000000,.70,827,08/02/2024,0702511003,CENTRAL DE COMPRAS LA CALERA S.A,-108
00003585,OMO MATIC 400G,7805000313722,VENTA,ARTICULOS DE AS,UNIDAD,1500,UNIDAD,,0000000000,.70,860,04/10/2023,0000000000,,-142
00003586,OMO MATIC 800G,7805000313715,VENTA,ARTICULOS DE AS,UNIDAD,2580,UNIDAD,,0000000000,.70,1512,00/00/0000,,,-27
00003587,OMO PARA DILUIR 500ML,7891150067707,VENTA,HOGAR          ,UNIDAD,5500,UNIDAD,,0000000000,.70,3230,21/02/2024,0702511003,CENTRAL DE COMPRAS LA CALERA S.A,-120
00003588,OMO PARA DILUIR P/SENSIBLE 500,7791290791466,VENTA,HOGAR          ,UNIDAD,5600,UNIDAD,,0000000000,.70,2849,08/02/2024,0702511003,CENTRAL DE COMPRAS LA CALERA S.A,-52
00003590,OMO SOFT 400G,7805000313616,VENTA,ARTICULOS DE AS,UNIDAD,1500,UNIDAD,,0000000000,.70,936,21/02/2024,0702511003,CENTRAL DE COMPRAS LA CALERA S.A,-106
00003591,CRUSH PET 2L,7801620330248,VENTA,BEBIDAS        ,UNIDAD,2400,UNIDAD,,0000000000,.70,1334,30/11/2023,0995545608,COMERCIAL CCU S.A,-326
00003592,ORBIT ARANDANO 14G,0000042123880,VENTA,SNACKS Y CONFIT,UNIDAD,700,UNIDAD,,0000000000,.70,414,08/09/2023,0764815769,ASF LOGISTICA SPA,-9
00003593,ORBIT EUCALIPTO 14G,0000050173617,VENTA,SNACKS Y CONFIT,UNIDAD,700,UNIDAD,,0000000000,0.7,414,08/09/2023,0764815769,ASF LOGISTICA SPA,0
00003594,ORBIT HIERBABUENA 14G,0000050173822,VENTA,SNACKS Y CONFIT,UNIDAD,700,UNIDAD,,0000000000,0.7,414,08/09/2023,0764815769,ASF LOGISTICA SPA,-7
00003595,ORBIT MENTA 14G,0000050173204,VENTA,SNACKS Y CONFIT,UNIDAD,700,UNIDAD,,0000000000,0.7,414,08/09/2023,0764815769,ASF LOGISTICA SPA,-13
00003596,ORBIT WHITE 14G,0000042069942,VENTA,SNACKS Y CONFIT,UNIDAD,700,UNIDAD,,0000000000,0.7,414,08/09/2023,0764815769,ASF LOGISTICA SPA,-11
00003597,OREGANO ENTERO EDRA 20G,7802420004865,VENTA,ABARROTES      ,UNIDAD,500,UNIDAD,,0000000000,.70,264,08/08/2023,093178000K,IMPORTADORA CAFE DO BRASIL S.A,-448
00003598,OREGANO NATURAL 30G,7541544046695,VENTA,,,800,UNIDAD,,,,,00/00/0000,,,0
00003599,OREJAS DE ELFO / DUENDE,5690166200410,VENTA,,,1500,UNIDAD,,,,,00/00/0000,,,0
00003600,OREO COOKIES,7622210662033,VENTA,,,700,UNIDAD,,,,,00/00/0000,,,0
00003601,OREO ORIGINAL 108G,7622201693091,VENTA,SNACKS Y CONFIT,UNIDAD,1000,UNIDAD,,0000000000,.70,633,27/02/2024,0764815769,ASF LOGISTICA SPA,-242
00003602,OREO REGULAR 154G,7622201817213,VENTA,,,800,UNIDAD,,,,,00/00/0000,,,0
00003603,OREO X3 PACK,7622201685522,VENTA,,,2100,UNIDAD,,,,,00/00/0000,,,0
00003604,ORLY CHIRIMOYA ALEGRE 115G,7802200893368,VENTA,SNACKS Y CONFIT,UNIDAD,1800,UNIDAD,,0000000000,.70,1185,27/09/2023,0702511003,CENTRAL DE COMPRAS LA CALERA S.A,-21
00003605,ORTINI 90G ARCOR,7896058200508,VENTA,,,750,UNIDAD,,,,,00/00/0000,,,0
00003606,OSITO XXL FRUTILLA 900G,8410525240300,VENTA,,,16100,UNIDAD,,,,,00/00/0000,,,0
00003607,OVELLA PLUS EXTRA SUAVE X4,7804670070294,VENTA,,,2550,UNIDAD,,,,,00/00/0000,,,0
00003608,OVILLO DE LANA,0000013418502,VENTA,,,900,UNIDAD,,,,,00/00/0000,,,0
00003609,OXOLAMINA 100ML,7800034514381,VENTA,,,3400,UNIDAD,,,,,00/00/0000,,,0
00003610,OYE ALOE COCO 1.5L,6971549921054,VENTA,BEBIDAS        ,UNIDAD,2950,UNIDAD,,0000000000,.70,1850,00/00/0000,,,0
00003611,OYE ALOE ORIGINAL 1.5L,6971549921016,VENTA,BEBIDAS        ,UNIDAD,2950,UNIDAD,,0000000000,.70,1705,00/00/0000,,,0
00003612,OYE ALOE VERA COCO 500ML,6971549920088,VENTA,BEBIDAS        ,UNIDAD,1400,UNIDAD,,0000000000,.65,736,09/02/2024,0764815769,ASF LOGISTICA SPA,-21
00003613,OYE ALOE VERA DURAZNO 500ML,6971549920071,VENTA,BEBIDAS        ,UNIDAD,1400,UNIDAD,,0000000000,.70,736,09/02/2024,0764815769,ASF LOGISTICA SPA,-16
00003614,OYE ALOE VERA FRUTILLA 500ML,6971549920057,VENTA,BEBIDAS        ,UNIDAD,1400,UNIDAD,,0000000000,.70,776,06/10/2023,0761156519,COMERCIAL VASTUS S.A,-3
00003615,OYE ALOE VERA GRANADA 500ML,6971549920156,VENTA,BEBIDAS        ,UNIDAD,1400,UNIDAD,,0000000000,.70,,00/00/0000,,,-3
00003616,OYE ALOE VERA MANGO 500ML,6971549920033,VENTA,BEBIDAS        ,UNIDAD,1400,UNIDAD,,0000000000,.70,,00/00/0000,,,-1
00003617,OYE ALOE VERA ORIGINAL 500ML,6971549920026,VENTA,BEBIDAS        ,UNIDAD,1400,UNIDAD,,0000000000,.70,736,09/02/2024,0764815769,ASF LOGISTICA SPA,-21
00003618,OYE ALOE VERA PI A 1.5L,6971549921030,VENTA,BEBIDAS        ,UNIDAD,3200,UNIDAD,,0000000000,.65,1705,09/02/2024,0764815769,ASF LOGISTICA SPA,0
00003619,OYE ALOE VERA PI A 500ML,6971549920040,VENTA,BEBIDAS        ,UNIDAD,1400,UNIDAD,,0000000000,.70,736,09/02/2024,0764815769,ASF LOGISTICA SPA,-15
00003620,PA AL COTIDIAN CLASICO G 8U,7806500773610,VENTA,ARTICULOS DE AS,UNIDAD,6500,UNIDAD,,0000000000,0.7,,00/00/0000,0000000000,,-1
00003621,PA AL HUG ACTIVE SEC M 24U,7809604029409,VENTA,,,3850,UNIDAD,,,,,00/00/0000,,,0
00003622,PA AL HUGGIES 52UN ACT SEC XG,7809604029737,VENTA,,,12550,UNIDAD,,,,,00/00/0000,,,0
00003628,PACK CAMYTO FRUTILLA,7613031370320,VENTA,,,2350,UNIDAD,,,,,00/00/0000,,,-40
00003629,PACK FESTON 6U,8977677200519,VENTA,,,1300,UNIDAD,,,,,00/00/0000,,,0
00003630,PACK GILLETE 2UNID,7500435172080,VENTA,,,1800,UNIDAD,,,,,00/00/0000,,,0
00003631,PACK JW BLACK & DOBLE BLACK 75,7804603922881,VENTA,,,39990,UNIDAD,,,,,00/00/0000,,,0
00003632,PACK LYSOFORM 2X420ML AEROSOL,7790520998125,VENTA,,,6300,UNIDAD,,,,,00/00/0000,,,0
00003633,PACK NESCAFE 2 X 170G,7613036653435,VENTA,,,8800,UNIDAD,,,,,00/00/0000,,,0
00003634,PACK OREO 216G,7750168001953,VENTA,ABARROTES      ,UNIDAD,1900,UNIDAD,,0000000000,.70,1109,13/02/2024,0762326477,CENTRAL MAYORISTA ,-9
00003635,PACK OREO CHOC,7750168002714,VENTA,,,1800,UNIDAD,,,,,00/00/0000,,,0
00003636,PACK TANAX ARA A X2,7805300052246,VENTA,,,5600,UNIDAD,,,,,00/00/0000,,,0
00003637,PACK TIJERAS 4U,0794685146206,VENTA,,,3650,UNIDAD,,,,,00/00/0000,,,0
00003638,PACK UNO AL DIA 6U,7802900238322,VENTA,ABARROTES      ,UNIDAD,2650,UNIDAD,,0000000000,.70,1436,00/00/0000,,,0
00003639,PACK UNO AL DIA X12UNID,7802900001469,VENTA,,,5550,UNIDAD,,,,,00/00/0000,,,-1
00003641,PACK VINOS CARMEN 2U,7804335654160,VENTA,,,12500,UNIDAD,,,,,00/00/0000,,,0
00003642,PACK WHISKY SANDY+OLDPARR 750C,0000000005086,VENTA,,,29900,UNIDAD,,,,,00/00/0000,,,0
00003646,PADS DE ACERO S/JABON CIEN 6U,7805054000043,VENTA,,,650,UNIDAD,,,,,00/00/0000,,,0
00003647,PALAS NEGRAS,7806810117005,VENTA,HOGAR          ,UNIDAD,3000,UNIDAD,,0000000000,0.7,,00/00/0000,,,-12
00003648,PALETA COCO CHOC 53G,7801552006488,VENTA,,,450,UNIDAD,,,,,00/00/0000,,,0
00003649,PALETA EL CHAVO TRENDY 64G,7801552003234,VENTA,HELADOS        ,UNIDAD,350,UNIDAD,,0000000000,0.7,,00/00/0000,,,-568
00003651,PALETA MANJAR 70ML NESTLE,7613287794017,VENTA,,,1000,UNIDAD,,,,,00/00/0000,,,0
00003652,PALETA PAW PATROL 50G,7801552006563,VENTA,,,450,UNIDAD,,,,,00/00/0000,,,-1
00003654,PALETAS DE PING PONG,6980154920864,VENTA,JUGUETERIA     ,UNIDAD,2800,UNIDAD,,0000000000,.70,1690,00/00/0000,,,-4
00003655,PALL MALL AZUL 10U,0000078018853,VENTA,EXENTO         ,UNIDAD,2300,UNIDAD,,0000000000,.70,1739,12/02/2024,0885029000,BAT CHILE SA,-822
00003656,PALL MALL AZUL CAJA BLANDA 20U,0000078012523,VENTA,EXENTO         ,UNIDAD,3600,UNIDAD,,0000000000,.70,2687,12/01/2024,0885029000,BAT CHILE SA,-344
00003658,PALL MALL BOOST 10U,0000078019065,VENTA,EXENTO         ,UNIDAD,2700,UNIDAD,,0000000000,0.7,4110,12/02/2024,0885029000,BAT CHILE SA,-525
00003659,PALL MALL CLICK 10U,0000078019041,VENTA,EXENTO         ,UNIDAD,2700,UNIDAD,,0000000000,.70,2055,12/02/2024,0885029000,BAT CHILE SA,-556
00003661,PALL MALL EXACTOS AZUL,0000078026476,VENTA,EXENTO         ,UNIDAD,3100,UNIDAD,,0000000000,.70,2292,12/02/2024,0885029000,BAT CHILE SA,-110
00003663,PALL MALL GRIS XL,0000078028050,VENTA,EXENTO         ,UNIDAD,4100,UNIDAD,,0000000000,.70,3082,12/02/2024,0885029000,BAT CHILE SA,-146
00003665,PALL MALL ROJO CAJA BLANDA 20U,0000078012578,VENTA,EXENTO         ,UNIDAD,3600,UNIDAD,,0000000000,.70,,00/00/0000,0000000000,,0
00003666,PALL MALL XL BOOST 20U,0000078025059,VENTA,EXENTO         ,UNIDAD,4900,UNIDAD,,0000000000,.70,3636,12/02/2024,0885029000,BAT CHILE SA,-747
00003667,PALL MALL XL SUNSET 20U,0000078025066,VENTA,EXENTO         ,UNIDAD,4900,UNIDAD,,0000000000,.70,3636,12/02/2024,0885029000,BAT CHILE SA,-573
00003668,PALMITOS ENTEROS ESMERALDA 400G,7802420510113,VENTA,ABARROTES      ,UNIDAD,3000,UNIDAD,,0000000000,.70,1740,27/02/2024,0764815769,ASF LOGISTICA SPA,-25
00003670,PALMITOS RODAJAS ESMERALDA 400G,7802420510151,VENTA,ABARROTES      ,UNIDAD,2400,UNIDAD,,0000000000,.70,1360,00/00/0000,,,-37
00003672,PALO DE BROCHETA,9201800004941,VENTA,LIBRERIA       ,UNIDAD,1000,UNIDAD,,0000000000,0.7,,00/00/0000,,,-24
00003676,PALOS ANTICHUCHO 6U,5202260019159,VENTA,,,2100,UNIDAD,,,,,00/00/0000,,,0
00003677,PALOS DE HELADO NATURAL,1010025120675,VENTA,LIBRERIA       ,UNIDAD,650,UNIDAD,,0000000000,.70,329,00/00/0000,,,-20
00003678,PALTA ESTER,0202140000000,VENTA,VERDURAS       ,UNIDAD,4800,UNIDAD,,0000000000,.70,,00/00/0000,,,-33
00003679,PALTA,0202150000000,VENTA,VERDURAS       ,UNIDAD,5800,UNIDAD,,0000000000,.70,,00/00/0000,,,-224
00003680,PALTO MIEL ADULTO 200ML,7803504404106,VENTA,MEDICAMENTOS   ,UNIDAD,4000,UNIDAD,,0000000000,0.7,,00/00/0000,,,-42
00003681,PALTO MIEL INFANTIL 125ML,7803504404113,VENTA,,,3500,UNIDAD,,,,,00/00/0000,,,-46
00003688,PAN BLANCO IDEAL 550G,7803403003271,VENTA,PANADERIA      ,UNIDAD,2500,UNIDAD,,0000000000,.70,2008,09/04/2024,0826235004,IDEAL S.A,-363
00003693,PAN CALABAZA NUEZ FUCH 380G,7803480001115,VENTA,PANADERIA      ,UNIDAD,2900,UNIDAD,,0000000000,.70,1710,13/12/2023,0826235004,IDEAL S.A,-6
00003695,PAN CERO CERO INTEGRAL 600G,7803403003240,VENTA,,,3700,UNIDAD,,,,,00/00/0000,,,0
00003698,PAN COMPLETO XL IDEAL 6U,7803403002632,VENTA,PANADERIA      ,UNIDAD,2550,UNIDAD,,0000000000,.70,1488,09/04/2024,0826235004,IDEAL S.A,-374
00003699,PAN CORRIENTE,0200010000000,VENTA,PANADERIA      ,UNIDAD,2660,UNIDAD,,0000000000,.70,,00/00/0000,,,-12758
00003700,PAN DE COMPLETO/FRICA,0200040000000,VENTA,PANADERIA      ,UNIDAD,2850,UNIDAD,,0000000000,.70,,00/00/0000,,,-89
00003701,PAN DE PASCUA CASERO,7152658782456,VENTA,PANADERIA      ,UNIDAD,4800,UNIDAD,,0000000000,.70,,00/00/0000,0000000000,,-66
00003704,PAN DE PASCUA NUTRA BIEN 500G,7803525400422,VENTA,,,4000,UNIDAD,,,,,00/00/0000,,,0
00003706,PAN FRIO,0200090000000,VENTA,PANADERIA      ,UNIDAD,2100,UNIDAD,,0000000000,.70,,00/00/0000,,,-18
00003707,PAN LINAZA CHIA FUCH 650G,7803480001269,VENTA,PANADERIA      ,UNIDAD,3500,UNIDAD,,0000000000,.75,2234,24/01/2024,0826235004,IDEAL S.A,-14
00003708,PAN AVENA QUINOA FUCH 360G,7803480001085,VENTA,PANADERIA      ,UNIDAD,2900,UNIDAD,,0000000000,.70,,00/00/0000,,,0
00003712,PAN HAMBURGUESA IDEAL 520G,7803473215253,VENTA,PANADERIA      ,UNIDAD,2950,UNIDAD,,0000000000,.70,1712,09/04/2024,0826235004,IDEAL S.A,-268
00003715,PAN INTEGRAL,7803468001564,VENTA,,,1800,UNIDAD,,,,,00/00/0000,,,0
00003718,PAN INTEGRAL FUCHS 650G,7803480020079,VENTA,PANADERIA      ,UNIDAD,3500,UNIDAD,,0000000000,.90,2658,09/04/2024,0826235004,IDEAL S.A,-273
00003720,PAN INTEGRAL MONARCAS,0788115508764,VENTA,,,2000,UNIDAD,,,,,00/00/0000,,,0
00003721,PAN LINAZA CHIA FUCH 380G,7803480001092,VENTA,PANADERIA      ,UNIDAD,2900,UNIDAD,,0000000000,.70,1710,09/04/2024,0826235004,IDEAL S.A,-41
00003725,PAN MOLDE CENTENO SESAMO 540G,7803468002295,VENTA,,,1900,UNIDAD,,,,,00/00/0000,,,0
00003727,PAN MULTIGRANO FUCHS 350G,7803480001405,VENTA,PANADERIA      ,UNIDAD,2900,UNIDAD,,0000000000,.75,2013,09/04/2024,0826235004,IDEAL S.A,-118
00003728,PAN MULTIGRANO LIGHT FUCHS 650G,7803480000309,VENTA,PANADERIA      ,UNIDAD,3500,UNIDAD,,0000000000,.80,2379,04/10/2023,0826235004,IDEAL S.A,-15
00003731,PAN PITA BLANCO IDEAL 344G,7803473000767,VENTA,PANADERIA      ,UNIDAD,2300,UNIDAD,,0000000000,.70,1337,09/04/2024,0826235004,IDEAL S.A,-12
00003733,PAN PITA INTEGRAL 215G,7803403003028,VENTA,,,1300,UNIDAD,,,,,00/00/0000,,,0
00003735,PAN PITA INTEGRAL IDEAL 344G,7803473000750,VENTA,PANADERIA      ,UNIDAD,2300,UNIDAD,,0000000000,.70,1337,09/04/2024,0826235004,IDEAL S.A,-7
00003736,PAN PITA LINAZA CHIA 344G,7803473001252,VENTA,,,1950,UNIDAD,,,,,00/00/0000,,,-2
00003738,PAN RALLADO XL 250G,7803403002212,VENTA,PANADERIA      ,UNIDAD,1750,UNIDAD,,0000000000,.75,1041,13/12/2023,0826235004,IDEAL S.A,-62
00003739,PANCETA AHUMADA / TOCINO,0203990000000,VENTA,CECINAS Y FIAMB,UNIDAD,18990,UNIDAD,,0000000000,.70,13436,16/12/2023,0769384375,COMERCIAL ORIGENES CRISTIAN JOEL OLIVARES E.I.R.L,0
00003740,PANCETA AHUMADA PF 150G,7801930000602,VENTA,ABARROTES      ,UNIDAD,3250,UNIDAD,,0000000000,.70,,00/00/0000,,,-14
00003742,PANCHO VILLA BURRITOS XL 8U 350G,7802095180123,VENTA,ABARROTES      ,UNIDAD,2300,UNIDAD,,0000000000,.70,1260,28/02/2024,0702511003,CENTRAL DE COMPRAS LA CALERA S.A,-79
00003743,PANCHO VILLA QUESADILLAS 200GR,7802095000209,VENTA,ABARROTES      ,UNIDAD,1200,UNIDAD,,0000000000,.70,664,28/02/2024,0702511003,CENTRAL DE COMPRAS LA CALERA S.A,-56
00003746,PANNA COTA FRAMBUESA GOLD 130G,7802900120283,VENTA,,,900,UNIDAD,,,,,00/00/0000,,,0
00003747,PANTRUCAS CAROZZI 250G,7802575012210,VENTA,ABARROTES      ,UNIDAD,1000,UNIDAD,,0000000000,0.7,,00/00/0000,,,-1
00003748,PANTRUCAS MAGGI 72G,8445290234551,VENTA,,,650,UNIDAD,,,,,00/00/0000,,,-19
00003749,PANTS COTIDIAN P/M 16UNID,7806500771548,VENTA,,,14150,UNIDAD,,,,,00/00/0000,,,0
00003750,PANTS COTIDIAN ULTRA GDE,7806500771326,VENTA,,,13000,UNIDAD,,,,,00/00/0000,,,0
00003751,PANTS ULTRA COTIDIAN 18U,7806500771418,VENTA,,,12000,UNIDAD,,,,,00/00/0000,,,0
00003760,PAP 1.5L,7801620300180,VENTA,,,1850,UNIDAD,,,,,00/00/0000,,,0
00003761,PAP 250ML,7801620016074,VENTA,,,550,UNIDAD,,,,0,00/00/0000,0000000000,,-261
00003762,PAP 2L,7801620300210,VENTA,BEBIDAS        ,UNIDAD,2400,UNIDAD,,0000000000,.70,1334,30/11/2023,0995545608,COMERCIAL CCU S.A,-555
00003763,PAP 600ML,7801620009380,VENTA,BEBIDAS        ,UNIDAD,1300,UNIDAD,,0000000000,0.7,712,14/12/2023,0995545608,COMERCIAL CCU S.A,-224
00003765,PAP 3L,7801620001216,VENTA,BEBIDAS        ,UNIDAD,2800,UNIDAD,,0000000000,.70,1539,30/11/2023,0995545608,COMERCIAL CCU S.A,-785
00003766,PAP POP FRUGELE FRUTILLA 500ML,7801620010348,VENTA,,,1200,UNIDAD,,,,,00/00/0000,,,0
00003767,PAP PRB 2.5L,7801620172725,VENTA,BEBIDAS        ,UNIDAD,2100,UNIDAD,,0000000000,0.7,,00/00/0000,,,-44
00003768,PAP ZERO 2L,7801620006518,VENTA,BEBIDAS        ,UNIDAD,1900,UNIDAD,,0000000000,.70,1076,30/11/2023,0995545608,COMERCIAL CCU S.A,-206
00003769,PAPA,0202040000000,VENTA,VERDURAS       ,UNIDAD,800,UNIDAD,,0000000000,.70,0,00/00/0000,,,-2800
00003774,PAPAS DUQUESAS F/M 500G,7801300101014,VENTA,CONGELADOS     ,UNIDAD,2350,UNIDAD,,0000000000,.70,1264,07/02/2024,0799842408,AGROSUPER COMERCIALIZADORA DE ALIMENTOS LTDA,-72
00003776,PAPAS FRITAS C/AMERICANO MP 40,7802420151378,VENTA,,,3000,UNIDAD,,,,,00/00/0000,,,-1
00003777,PAPAS FRITAS CASERAS MP 230G,7802420007491,VENTA,SNACKS Y CONFIT,UNIDAD,2200,UNIDAD,,0000000000,.70,1424,12/12/2023,093178000K,IMPORTADORA CAFE DO BRASIL S.A,-226
00003778,PAPAS FRITAS CASERAS MP 400G,7802420150104,VENTA,,,2750,UNIDAD,,,,,00/00/0000,,,0
00003779,PAPAS FRITAS CIBOULETTE MP 180G,7802420010200,VENTA,SNACKS Y CONFIT,UNIDAD,2200,UNIDAD,,0000000000,.70,1274,12/12/2023,093178000K,IMPORTADORA CAFE DO BRASIL S.A,-135
00003781,PAPAS FRITAS JAMON SERRANO MP 200G,7802420001864,VENTA,SNACKS Y CONFIT,UNIDAD,2500,UNIDAD,,0000000000,.70,1607,12/12/2023,093178000K,IMPORTADORA CAFE DO BRASIL S.A,-52
00003782,PAPAS FRITAS LIMON MP 180G,7802420010187,VENTA,SNACKS Y CONFIT,UNIDAD,2200,UNIDAD,,0000000000,.70,1274,06/10/2023,093178000K,IMPORTADORA CAFE DO BRASIL S.A,-111
00003785,PAPAS FRITAS QUESO MP 200G,7802420006296,VENTA,SNACKS Y CONFIT,UNIDAD,2300,UNIDAD,,0000000000,.70,1312,22/09/2023,093178000K,IMPORTADORA CAFE DO BRASIL S.A,-4
00003786,PAPAS PREFRITAS FM 500G,7801300000072,VENTA,CONGELADOS     ,UNIDAD,2100,UNIDAD,,0000000000,.70,1250,27/03/2024,0799842408,AGROSUPER COMERCIALIZADORA DE ALIMENTOS LTDA,-41
00003787,PAPAS PREFRITAS SJ 1KG,7801907022880,VENTA,CONGELADOS     ,UNIDAD,3800,UNIDAD,,0000000000,.70,2198,27/02/2024,0801863000,CONSORCIO INDUSTRIAL DE ALIMENTOS S.A,-101
00003796,PAPEL REGALO,0020590000000,VENTA,LIBRERIA       ,UNIDAD,300,UNIDAD,,0000000000,0.7,,00/00/0000,,,-12
00003798,PAPEL LUSTRE 24 COLORES,1021000210212,VENTA,LIBRERIA       ,UNIDAD,300,UNIDAD,,0000000000,.70,129,00/00/0000,,,-13
00003801,PARACETAMOL INFANTIL 15ML,7800044000270,VENTA,MEDICAMENTOS   ,UNIDAD,2200,UNIDAD,,0000000000,.70,,00/00/0000,,,-26
00003803,PARCHE BICICLETA,6009519603652,VENTA,,,1200,UNIDAD,,,,,00/00/0000,,,0
00003804,PARCHE DOLORUB,7800004001255,VENTA,,,4300,UNIDAD,,,,,00/00/0000,,,-5
00003810,PARMA CABELLO CORTO 400G,7802575131201,VENTA,ABARROTES      ,UNIDAD,1000,UNIDAD,,0000000000,.70,567,00/00/0000,,,-9
00003811,PARMA CODOS 400G,7802575131294,VENTA,,,950,UNIDAD,,,,,00/00/0000,,,0
00003812,PARMA CORBATAS 400G,7802575133045,VENTA,ABARROTES      ,UNIDAD,1000,UNIDAD,,0000000000,.70,567,00/00/0000,,,-1
00003813,PARMA ESPIRALES 400G,7802575131225,VENTA,ABARROTES      ,UNIDAD,1000,UNIDAD,,0000000000,.70,567,00/00/0000,,,-17
00003814,PARMA MOSTACCIOLI 400G,7802575131249,VENTA,ABARROTES      ,UNIDAD,1000,UNIDAD,,0000000000,.70,576,00/00/0000,0000000000,,-14
00003815,PARMA RIGATONIS 400G,7802575131256,VENTA,,,950,UNIDAD,,,,,00/00/0000,,,0
00003816,PARMA SPAGUETTI 5 400G,7802575134028,VENTA,ABARROTES      ,UNIDAD,1000,UNIDAD,,0000000000,.70,567,28/08/2023,0000000000,,-40
00003817,PARMA TALLARINES 87 400G,7802575134042,VENTA,ABARROTES      ,UNIDAD,1000,UNIDAD,,0000000000,.70,567,00/00/0000,,,-31
00003821,PASTA DE JAMON RDA 125G,7801930008509,VENTA,CECINAS Y FIAMB,UNIDAD,1200,UNIDAD,,0000000000,.70,,00/00/0000,,,-106
00003823,PASTA DE POLLO FINAS HIERBAS 1,7801930010304,VENTA,CECINAS Y FIAMB,UNIDAD,1200,UNIDAD,,0000000000,.70,,00/00/0000,,,-39
00003824,PASTA JAMON SJ 125G,7801907004404,VENTA,,,450,UNIDAD,,,,,00/00/0000,,,0
00003828,PASTA POLLO CIBOULETTE LP 125G,7801916029702,VENTA,CECINAS Y FIAMB,UNIDAD,1000,UNIDAD,,0000000000,.70,582,27/02/2024,0801863000,CONSORCIO INDUSTRIAL DE ALIMENTOS S.A,-148
